,words,tags,cased
10144,very accomodating,ADV ADJ,Very Accomodating
10145,"we were in springfield , il for a family funeral from kansas city .",PRON AUX ADP PROPN PUNCT PROPN ADP DET NOUN NOUN ADP PROPN PROPN PUNCT,"We were in Springfield , IL for a family funeral from Kansas City ."
10146,we arrived early and the staff was very accomodating to our families and the situation we were in .,PRON VERB ADV CCONJ DET NOUN AUX ADV ADJ ADP PRON NOUN CCONJ DET NOUN PRON AUX ADP PUNCT,We arrived early and the staff was very accomodating to our families and the situation we were in .
10147,"the rooms were very clean , including the microwave and refrigerator .",DET NOUN AUX ADV ADJ PUNCT VERB DET NOUN CCONJ NOUN PUNCT,"The rooms were very clean , including the microwave and refrigerator ."
10148,"this is a nice place , and i know we will return to meet my sister - in - law from chicago !!",PRON AUX DET ADJ NOUN PUNCT CCONJ PRON VERB PRON AUX VERB PART VERB PRON NOUN PUNCT ADP PUNCT NOUN ADP PROPN PUNCT,"This is a nice place , and I know we will return to meet my sister - in - law from Chicago !!"
10149,great service and people !!,ADJ NOUN CCONJ NOUN PUNCT,GREAT SERVICE AND PEOPLE !!
10150,deb watson is the contact person and she and the rest of the staff were great !!!,PROPN PROPN AUX DET NOUN NOUN CCONJ PRON CCONJ DET NOUN ADP DET NOUN AUX ADJ PUNCT,Deb Watson is the contact person and she and the rest of the staff were great !!!
10151,she continues to help me when needed even if i have a service question .,PRON VERB PART VERB PRON ADV VERB ADV SCONJ PRON VERB DET NOUN NOUN PUNCT,She continues to help me when needed even if I have a service question .
10152,since i 'm usually at work late deb has stayed around to help me out when needed .,SCONJ PRON AUX ADV ADP NOUN ADV PROPN AUX VERB ADV PART VERB PRON ADP ADV VERB PUNCT,Since I 'm usually at work late Deb has stayed around to help me out when needed .
10153,this was after i brought the car !!!! !,PRON VERB SCONJ PRON VERB DET NOUN PUNCT PUNCT,This was after I brought the car !!!! !
10154,service does not get any better !!!!,NOUN AUX PART VERB ADV ADJ PUNCT,Service does not get any better !!!!
10155,hidden gem in alpharetta,ADJ NOUN ADP PROPN,Hidden Gem in Alpharetta
10156,"this french born , french trained chef and his creative partners offer a taste fresh , locally sourced , fabulously prepared food in the most unlikely of locations .",DET ADJ VERB PUNCT ADJ VERB NOUN CCONJ PRON ADJ NOUN VERB DET NOUN ADJ PUNCT ADV VERB PUNCT ADV VERB NOUN ADP DET ADV ADJ ADP NOUN PUNCT,"This French born , French trained chef and his creative partners offer a taste fresh , locally sourced , fabulously prepared food in the most unlikely of locations ."
10157,"try their weekend "" tastings "" which you can learn about by getting on their weekly email list .",VERB PRON NOUN PUNCT NOUN PUNCT PRON PRON AUX VERB ADP SCONJ VERB ADP PRON ADJ NOUN NOUN PUNCT,"Try their weekend "" tastings "" which you can learn about by getting on their weekly email list ."
10158,it 's the best meal for the money you will find in all of metro atlanta .,PRON AUX DET ADJ NOUN ADP DET NOUN PRON AUX VERB ADP DET ADP ADJ PROPN PUNCT,It 's the best meal for the money you will find in all of metro Atlanta .
10159,le petit is the best place to get your nails done !,PROPN PROPN AUX DET ADJ NOUN PART VERB PRON NOUN VERB PUNCT,Le petit is the best place to get your nails done !
10160,"it is very clean , staff is friendly , and i have never waited !",PRON AUX ADV ADJ PUNCT NOUN AUX ADJ PUNCT CCONJ PRON AUX ADV VERB PUNCT,"It is very clean , staff is friendly , and I have never waited !"
10161,i go every other week for the shallac / gel manicure which is only $ 25 and it truly lasts 2 weeks !,PRON VERB DET ADJ NOUN ADP DET NOUN PUNCT NOUN NOUN PRON AUX ADV SYM NUM CCONJ PRON ADV VERB NUM NOUN PUNCT,I go every other week for the shallac / gel manicure which is only $ 25 and it truly lasts 2 weeks !
10162,i love it .,PRON VERB PRON PUNCT,I love it .
10163,pedicures are also great .,NOUN AUX ADV ADJ PUNCT,Pedicures are also great .
10164,try this place out !,VERB DET NOUN ADP PUNCT,Try this place out !
10165,i promise you will not be disappointed !,PRON VERB PRON AUX PART AUX VERB PUNCT,I promise you will not be disappointed !
10166,amazing pictures at an amazing price,ADJ NOUN ADP DET ADJ NOUN,Amazing Pictures at an Amazing Price
10167,rendy is totally amazing .,PROPN AUX ADV ADJ PUNCT,Rendy is totally amazing .
10168,she gave me amazing pictures at an amazing price and made my wedding day so memorable .,PRON VERB PRON ADJ NOUN ADP DET ADJ NOUN CCONJ VERB PRON NOUN NOUN ADV ADJ PUNCT,She gave me amazing pictures at an amazing price and made my wedding day so memorable .
10169,"she was way easy to work with and made my wedding day so easy and she got some amazing pictures , not only of me , but of my family and friends .",PRON AUX ADV ADJ PART VERB ADP CCONJ VERB PRON NOUN NOUN ADV ADJ CCONJ PRON VERB DET ADJ NOUN PUNCT ADV ADV ADP PRON PUNCT CCONJ ADP PRON NOUN CCONJ NOUN PUNCT,"She was way easy to work with and made my wedding day so easy and she got some amazing pictures , not only of me , but of my family and friends ."
10170,she is amazing .,PRON AUX ADJ PUNCT,She is amazing .
10171,i would recommend her to anyone !,PRON AUX VERB PRON ADP PRON PUNCT,I would recommend her to anyone !
10172,so very delicious !,ADV ADV ADJ PUNCT,So very delicious !
10173,excellent !,ADJ PUNCT,Excellent !
10174,"november 7 , 2010 first time eating at caffe bella italia and it was a wonderful experience .",PROPN NUM PUNCT NUM ADJ NOUN VERB ADP PROPN PROPN PROPN CCONJ PRON AUX DET ADJ NOUN PUNCT,"November 7 , 2010 First time eating at Caffe Bella Italia and it was a wonderful experience ."
10175,"from the delectable antipasto misto to the spaghetti alla barese and the parmigiana and ending with gelato , all was mouth watering .",ADP DET ADJ NOUN NOUN ADP DET NOUN NOUN NOUN CCONJ DET NOUN CCONJ VERB ADP NOUN PUNCT DET AUX NOUN VERB PUNCT,"From the delectable Antipasto Misto to the Spaghetti alla Barese and the Parmigiana and ending with gelato , all was mouth watering ."
10176,too bad they were out of the chocolate lava cake .,ADV ADJ PRON AUX ADP ADP DET NOUN NOUN NOUN PUNCT,Too bad they were out of the Chocolate Lava Cake .
10177,maybe next time they will have it .,ADV ADJ NOUN PRON AUX VERB PRON PUNCT,Maybe next time they will have it .
10178,service was excellent !,NOUN AUX ADJ PUNCT,Service was excellent !
10179,sandy,PROPN,Sandy
10180,beware of sharayu,VERB ADP PROPN,Beware of Sharayu
10181,"hopless service , at the time of booking my car a lot was promised but delivered not even one tenth of what was promised .",ADJ NOUN PUNCT ADP DET NOUN SCONJ VERB PRON NOUN DET NOUN AUX VERB CCONJ VERB ADV ADV NUM NOUN SCONJ PRON AUX VERB PUNCT,"Hopless service , at the time of booking my car a lot was promised but delivered not even one tenth of what was promised ."
10182,apart from that in spite of my repeated attempts i could not get in touch with the manager to even lodge an official complaint .,ADV ADP PRON ADP NOUN ADP PRON VERB NOUN PRON AUX PART VERB ADP NOUN ADP DET NOUN PART ADV VERB DET ADJ NOUN PUNCT,Apart from that in spite of my repeated attempts I could not get in touch with the manager to even lodge an official complaint .
10183,my advise to all is i have fallen into this trap ... pl ensure you do nt !!!,PRON NOUN ADP DET VERB PRON AUX VERB ADP DET NOUN PUNCT INTJ VERB PRON VERB PART PUNCT,My advise to all is I have fallen into this trap ... pl ensure you do nt !!!
10184,course has come a long way !!,NOUN AUX VERB DET ADJ NOUN PUNCT,Course has come a long way !!
10185,"hcc 's new nine was a little shaky at first , but the new grounds superintendant has done wonders for the course !!",PROPN PART ADJ NUM AUX DET ADJ ADJ ADV ADV PUNCT CCONJ DET ADJ NOUN NOUN AUX VERB NOUN ADP DET NOUN PUNCT,"HCC 's new nine was a little shaky at first , but the NEW grounds superintendant has done wonders for the course !!"
10186,the comment below definitely needs to be retracted !,DET NOUN ADV ADV VERB PART AUX VERB PUNCT,The comment below definitely needs to be retracted !
10187,come back and give hcc a second chance at least !,VERB ADV CCONJ VERB PROPN DET ADJ NOUN ADV ADV PUNCT,Come back and give HCC a second chance at least !
10188,it is a great course for local golfers to be proud of and all the comments in 2008 have been very positive !!,PRON AUX DET ADJ NOUN SCONJ ADJ NOUN PART AUX ADJ ADP CCONJ DET DET NOUN ADP NUM AUX AUX ADV ADJ PUNCT,It is a great course for local golfers to be proud of and all the comments in 2008 have been very positive !!
10189,excellent physiotherapists !,ADJ NOUN PUNCT,Excellent Physiotherapists !
10190,kusal goonewardena and his team of physios are unbelievable !,PROPN PROPN CCONJ PRON NOUN ADP NOUN AUX ADJ PUNCT,Kusal Goonewardena and his team of Physios are unbelievable !
10191,"i have been suffering from back pain for over 12 years and have been to numerous specialists , physios , osteos and chiros with no help .",PRON AUX AUX VERB ADP NOUN NOUN ADP ADV NUM NOUN CCONJ AUX AUX ADP ADJ NOUN PUNCT NOUN PUNCT NOUN CCONJ NOUN ADP DET NOUN PUNCT,"I have been suffering from back pain for over 12 years and have been to numerous specialists , physios , osteos and chiros with no help ."
10192,it took the vigor team only 4 visits to get me feeling normal !,PRON VERB DET PROPN NOUN ADV NUM NOUN PART VERB PRON VERB ADJ PUNCT,It took the Vigor team only 4 visits to get me feeling normal !
10193,and now 2 months after my last appointment i am better than ever .,CCONJ ADV NUM NOUN ADP PRON ADJ NOUN PRON AUX ADJ ADP ADV PUNCT,And now 2 months after my last appointment I am better than ever .
10194,thanks guys !,NOUN NOUN PUNCT,Thanks guys !
10195,they must have read these reviews and improved !,PRON AUX AUX VERB DET NOUN CCONJ VERB PUNCT,They must have read these reviews and improved !
10196,my husband and i happened in on a whim .,PRON NOUN CCONJ PRON VERB ADV ADP DET NOUN PUNCT,My husband and I happened in on a whim .
10197,"we sat in the front dining area , it was very cozy and pleasant .",PRON VERB ADP DET ADJ NOUN NOUN PUNCT PRON AUX ADV ADJ CCONJ ADJ PUNCT,"We sat in the front dining area , it was very cozy and pleasant ."
10198,our server was quite attentive and the food was fantastic .,PRON NOUN AUX ADV ADJ CCONJ DET NOUN AUX ADJ PUNCT,Our server was quite attentive and the food was fantastic .
10199,"my husband has been a professional chef , so he is a good judge of quality food .",PRON NOUN AUX AUX DET ADJ NOUN PUNCT ADV PRON AUX DET ADJ NOUN ADP ADJ NOUN PUNCT,"My husband has been a professional chef , so he is a good judge of quality food ."
10200,"this was a flavorful , enjoyable meal for both of us .",PRON AUX DET ADJ PUNCT ADJ NOUN ADP DET ADP PRON PUNCT,"This was a flavorful , enjoyable meal for both of us ."
10201,rude rude rude,ADJ ADJ ADJ,Rude Rude Rude
10202,went in there and got my dog groomed came home to an uneven dog then took him back to get evened up what a mistake !,VERB ADP ADV CCONJ VERB PRON NOUN VERB VERB ADV ADP DET ADJ NOUN ADV VERB PRON ADV PART AUX VERB ADP PRON DET NOUN PUNCT,went in there and got my dog groomed came home to an uneven dog then took him back to get evened up what a mistake !
10203,she did nt even let me finish a sentence without insulting me and telling me how i should have said it !,PRON AUX PART ADV VERB PRON VERB DET NOUN SCONJ VERB PRON CCONJ VERB PRON ADV PRON AUX AUX VERB PRON PUNCT,she did nt even let me finish a sentence without insulting me and telling me how i should have said it !
10204,i wo nt go back !,PRON AUX PART VERB ADV PUNCT,i wo nt go back !
10205,she needs to develop a personality !,PRON VERB PART VERB DET NOUN PUNCT,she needs to develop a personality !
10206,brought dog home and it s all choppy now !,VERB NOUN NOUN CCONJ PRON AUX ADV ADJ ADV PUNCT,brought dog home and it s all choppy now !
10207,it 's helpful to know a quite a bit about bull fighting .,PRON AUX ADJ PART VERB DET DET DET NOUN ADP NOUN NOUN PUNCT,It 's helpful to know a quite a bit about bull fighting .
10208,if you watch a lot of fights ( youtube ) and research some of the history ( http://en.wikipedia.org/wiki/bullfighting ) you will find yourself enjoying it a lot more !,SCONJ PRON VERB DET NOUN ADP NOUN PUNCT PROPN PUNCT CCONJ VERB DET ADP DET NOUN PUNCT X PUNCT PRON AUX VERB PRON VERB PRON DET NOUN ADV PUNCT,If you watch a lot of fights ( youtube ) and research some of the history ( http://en.wikipedia.org/wiki/Bullfighting ) you will find yourself enjoying it a lot more !
10209,"also after seeing a handful of bullfights , i can say that they 're a lot more enjoyable if you 're smashed ( bac >= .15 ) .",ADV SCONJ VERB DET NOUN ADP NOUN PUNCT PRON AUX VERB SCONJ PRON AUX DET NOUN ADV ADJ SCONJ PRON AUX ADJ PUNCT NOUN SYM NUM PUNCT PUNCT,"Also after seeing a handful of bullfights , I can say that they 're a lot more enjoyable if you 're smashed ( BAC >= .15 ) ."
10210,all i can say is that i am glad i went in !,DET PRON AUX VERB VERB SCONJ PRON AUX ADJ PRON VERB ADV PUNCT,All I can say is that I am glad I went in !
10211,the nurses are sweet as pie and the doctor is wonderful .,DET NOUN AUX ADJ ADP NOUN CCONJ DET NOUN AUX ADJ PUNCT,The nurses are sweet as pie and the doctor is wonderful .
10212,"this place is about healing , not making a buck .",DET NOUN AUX ADP NOUN PUNCT ADV VERB DET NOUN PUNCT,"This place is about healing , not making a buck ."
10213,the followup visit is free !!,DET NOUN NOUN AUX ADJ PUNCT,The followup visit is FREE !!
10214,after going to the hospital and paying er prices ... there is no way i wo n't be back here !!,SCONJ VERB ADP DET NOUN CCONJ VERB NOUN NOUN PUNCT PRON VERB DET NOUN PRON AUX PART AUX ADV ADV PUNCT,After going to the hospital and paying ER prices ... there is no way I wo n't be back here !!
10215,i will be back and telling everyone about this clinic .,PRON AUX AUX ADV CCONJ VERB PRON ADP DET NOUN PUNCT,I will be back and telling EVERYONE about this clinic .
10216,thank you !!,VERB PRON PUNCT,THANK YOU !!
10217,i just like the fact that he was able to do the specific type of repair i wanted ( a reball ) and give me the longest warranty and even a lower price .,PRON ADV VERB DET NOUN SCONJ PRON AUX ADJ PART VERB DET ADJ NOUN ADP NOUN PRON VERB PUNCT DET NOUN PUNCT CCONJ VERB PRON DET ADJ NOUN CCONJ ADV DET ADJ NOUN PUNCT,I just like the fact that he was able to do the specific type of repair I wanted ( a reball ) and give me the longest warranty and even a lower price .
10218,someone else i found that said they could do it but wanted to charge me more and give me less warranty .,PRON ADJ PRON VERB PRON VERB PRON AUX VERB PRON CCONJ VERB PART VERB PRON ADJ CCONJ VERB PRON ADJ NOUN PUNCT,Someone else I found that said they could do it but wanted to charge me more and give me less warranty .
10219,it was a no brainer really .,PRON AUX DET NOUN NOUN ADV PUNCT,It was a no brainer really .
10220,i choose console pros and i 'm happy i did .,PRON VERB PROPN PROPN CCONJ PRON AUX ADJ PRON VERB PUNCT,I choose Console Pros and I 'm happy I did .
10221,this place is bad .,DET NOUN AUX ADJ PUNCT,This place is bad .
10222,"it 's dark , dingy & dirty .",PRON AUX ADJ PUNCT ADJ CCONJ ADJ PUNCT,"It 's dark , dingy & dirty ."
10223,"the salads are limp and the rest of the food is n't any better ( ok , the nachos are not too bad ! )",DET NOUN AUX ADJ CCONJ DET NOUN ADP DET NOUN AUX PART ADV ADJ PUNCT INTJ PUNCT DET NOUN AUX PART ADV ADJ PUNCT PUNCT,"The salads are limp and the rest of the food is n't any better ( ok , the nachos are not too bad ! )"
10224,"this place may have been something sometime ; but it way past it "" sell by date "" .",DET NOUN AUX AUX AUX PRON ADV PUNCT CCONJ PRON ADV ADP PRON PUNCT VERB ADV NOUN PUNCT PUNCT,"This place may have been something sometime ; but it way past it "" sell by date "" ."
10225,i have eaten here twice in the past year and will not go back and can not recommend it .,PRON AUX VERB ADV ADV ADP DET ADJ NOUN CCONJ AUX PART VERB ADV CCONJ AUX PART VERB PRON PUNCT,I have eaten here twice in the past year and will not go back and can not recommend it .
10226,"top range of bike , cheap prices , excellent a +++",ADJ NOUN ADP NOUN PUNCT ADJ NOUN PUNCT ADJ NOUN SYM,"Top range of bike , cheap prices , excellent a +++"
10227,yep they fixeded my thumpstar in 1 day .,INTJ PRON VERB PRON PROPN ADP NUM NOUN PUNCT,yep they fixeded my thumpstar in 1 day .
10228,it wase nt going an had a gear box problem ....,PRON AUX PART VERB CCONJ VERB DET NOUN NOUN NOUN PUNCT,it wase nt going an had a gear box problem ....
10229,i cold n't find anywere else local to fix it so i took it there and they fixed it for $ 150 ...,PRON AUX PART VERB NOUN ADJ ADJ PART VERB PRON ADV PRON VERB PRON ADV CCONJ PRON VERB PRON ADP SYM NUM PUNCT,i cold n't find anywere else local to fix it so i took it there and they fixed it for $ 150 ...
10230,thanks guys goes really well and thaks 4 the cheap price ..,NOUN NOUN VERB ADV ADV CCONJ NOUN ADP DET ADJ NOUN PUNCT,thanks guys goes really well and thaks 4 the cheap price ..
10231,"excellent , top guys a +++++ reccommend to anyone !!!!!!!!!!",ADJ PUNCT ADJ NOUN NOUN SYM VERB ADP PRON PUNCT,"excellent , top guys a +++++ reccommend to anyone !!!!!!!!!!"
10232,ham s on friendly ... rip,PROPN PART ADP PROPN PUNCT INTJ,Ham s on Friendly ... RIP
10233,"this is the original ham 's restaurant , expanded into a regional chain in the late 80's -- but this one is no more .",PRON AUX DET ADJ PROPN PART NOUN PUNCT VERB ADP DET ADJ NOUN ADP DET ADJ NOUN PUNCT CCONJ DET NOUN AUX ADV ADV PUNCT,"This is the original Ham 's restaurant , expanded into a regional chain in the late 80's -- but this one is no more ."
10234,victim of hard times and i suspect failing corporate management .,NOUN ADP ADJ NOUN CCONJ PRON VERB VERB ADJ NOUN PUNCT,Victim of hard times and I suspect failing corporate management .
10235,"according to news accounts , the company is struggling .",VERB ADP NOUN NOUN PUNCT DET NOUN AUX VERB PUNCT,"According to news accounts , the company is struggling ."
10236,i have many fond memories of my college evenings there long ago .,PRON VERB ADJ ADJ NOUN ADP PRON NOUN NOUN ADV ADV ADV PUNCT,I have many fond memories of my college evenings there long ago .
10237,so long ham s ... you will be missed .,ADV ADV PROPN PART PUNCT PRON AUX AUX VERB PUNCT,So long Ham s ... you will be missed .
10238,we are very pleased with the services of first glass window .,PRON AUX ADV ADJ ADP DET NOUN ADP PROPN PROPN PROPN PUNCT,We are very pleased with the services of First Glass Window .
10239,our window panes were so dirty that they needed a specialist to come and clean them .,PRON NOUN NOUN AUX ADV ADJ SCONJ PRON VERB DET NOUN PART VERB CCONJ VERB PRON PUNCT,Our window panes were so dirty that they needed a specialist to come and clean them .
10240,we called few companies before we decide to hire them .,PRON VERB ADJ NOUN SCONJ PRON VERB PART VERB PRON PUNCT,We called few companies before we decide to hire them .
10241,they came on time and completed their work quickly .,PRON VERB ADP NOUN CCONJ VERB PRON NOUN ADV PUNCT,They came on time and completed their work quickly .
10242,we were very happy how clean looked our windows .,PRON AUX ADV ADJ ADV ADJ VERB PRON NOUN PUNCT,We were very happy how clean looked our windows .
10243,"if you have some problems with your windows , you should call them .",SCONJ PRON VERB DET NOUN ADP PRON NOUN PUNCT PRON AUX VERB PRON PUNCT,"If you have some problems with your windows , you should call them ."
10244,great help even near closing time !,ADJ NOUN ADV ADP NOUN NOUN PUNCT,Great help even near closing time !
10245,i came in to town for a week and forgot my trainers !,PRON VERB ADP ADP NOUN ADP DET NOUN CCONJ VERB PRON NOUN PUNCT,I came in to town for a week and forgot my trainers !
10246,oh no !!,INTJ INTJ PUNCT,Oh no !!
10247,i came in 30 min before close and the staff was super helpful .,PRON VERB ADV NUM NOUN ADP NOUN CCONJ DET NOUN AUX ADV ADJ PUNCT,I came in 30 min before close and the staff was super helpful .
10248,they spent a lot of time with me and got me into a great pair of shoes .,PRON VERB DET NOUN ADP NOUN ADP PRON CCONJ VERB PRON ADP DET ADJ NOUN ADP NOUN PUNCT,They spent a lot of time with me and got me into a great pair of shoes .
10249,i think they may even be better than the pair i have been using this past year !,PRON VERB PRON AUX ADV AUX ADJ ADP DET NOUN PRON AUX AUX VERB DET ADJ NOUN PUNCT,I think they may even be better than the pair I have been using this past year !
10250,thanks run on !,NOUN PROPN PROPN PUNCT,Thanks Run on !
10251,great,ADJ,Great
10252,this is a perfect place to get your hair done .,PRON AUX DET ADJ NOUN PART VERB PRON NOUN VERB PUNCT,This is a perfect place to get your hair done .
10253,i have gone there time and time again whenever i need to get my hair done or when i want a haircut .,PRON AUX VERB ADV NOUN CCONJ NOUN ADV ADV PRON VERB PART VERB PRON NOUN VERB CCONJ ADV PRON VERB DET NOUN PUNCT,I have gone there time and time again whenever I need to get my hair done or when I want a haircut .
10254,"when i get my hair done there , they use enough hairstyling products while it does not ruin your hair .",ADV PRON VERB PRON NOUN VERB ADV PUNCT PRON VERB ADJ NOUN NOUN SCONJ PRON AUX PART VERB PRON NOUN PUNCT,"When I get my hair done there , they use enough hairstyling products while it does not ruin your hair ."
10255,"the service is great and during weekends it tends to get busy , but the wait is worthwhile .",DET NOUN AUX ADJ CCONJ ADP NOUN PRON VERB PART VERB ADJ PUNCT CCONJ DET NOUN AUX ADJ PUNCT,"The service is great and during weekends it tends to get busy , but the wait is worthwhile ."
10256,highly recommend,ADV VERB,Highly Recommend
10257,i have worked with shannon as my massage therapist and intuitive bodyworker for years and have never been disappointed .,PRON AUX VERB ADP PROPN ADP PRON NOUN NOUN CCONJ ADJ NOUN ADP NOUN CCONJ AUX ADV AUX VERB PUNCT,I have worked with Shannon as my massage therapist and intuitive bodyworker for years and have never been disappointed .
10258,"no matter what state i am in when i arrive , i always leave feeling better .",ADV ADV DET NOUN PRON AUX ADP ADV PRON VERB PUNCT PRON ADV VERB VERB ADJ PUNCT,"No matter what state I am in when I arrive , I always leave feeling better ."
10259,"she has not only helped me through some challenging computer - work and sports related injuries , she was wonderful to work with throughout my pregnancy and beyond .",PRON AUX ADV ADV VERB PRON ADP DET ADJ NOUN PUNCT NOUN CCONJ NOUN VERB NOUN PUNCT PRON AUX ADJ PART VERB ADP ADP PRON NOUN CCONJ ADV PUNCT,"She has not only helped me through some challenging computer - work and sports related injuries , she was wonderful to work with throughout my pregnancy and beyond ."
10260,i highly recommend her .,PRON ADV VERB PRON PUNCT,I highly recommend her .
10261,best store in boothbay harbor,ADJ NOUN ADP PROPN PROPN,Best Store In Boothbay Harbor
10262,"what a fantastic store , i love this place .",DET DET ADJ NOUN PUNCT PRON VERB DET NOUN PUNCT,"What a fantastic store , I love this place ."
10263,not the same old stuff that all the other stores have .,PART DET ADJ ADJ NOUN PRON DET DET ADJ NOUN VERB PUNCT,Not the same old stuff that all the other stores have .
10264,"their items are very unique , great quality , great prices .",PRON NOUN AUX ADV ADJ PUNCT ADJ NOUN PUNCT ADJ NOUN PUNCT,"Their items are very unique , great quality , great prices ."
10265,"they also have the best tea i ever had , not at all like the junk you get at the grocery stores , i stock up when ever there because they are closed in the winter .",PRON ADV VERB DET ADJ NOUN PRON ADV VERB PUNCT PART ADV ADV ADP DET NOUN PRON VERB ADP DET NOUN NOUN PUNCT PRON VERB ADP X ADV ADV SCONJ PRON AUX ADJ ADP DET NOUN PUNCT,"They also have the best tea I ever had , not at all like the junk you get at the grocery stores , I stock up when ever there because they are closed in the winter ."
10266,the best,DET ADJ,The BEST
10267,dr. aster and her team have been a strong advocate in the health of both my daughters .,PROPN PROPN CCONJ PRON NOUN AUX AUX DET ADJ NOUN ADP DET NOUN ADP DET PRON NOUN PUNCT,Dr. Aster and her team have been a strong advocate in the health of both my daughters .
10268,"dr. aster is very kind an gentle with the children , but also positive and to the point with the parents .",PROPN PROPN AUX ADV ADJ CCONJ ADJ ADP DET NOUN PUNCT CCONJ ADV ADJ CCONJ ADP DET NOUN ADP DET NOUN PUNCT,"Dr. Aster is very kind an gentle with the children , but also positive and to the point with the parents ."
10269,she is and excellent doctor to have on one 's team .,PRON AUX DET ADJ NOUN PART VERB ADP PRON PART NOUN PUNCT,She is and excellent doctor to have on one 's team .
10270,even though i live pretty far from her office i still make the trip so my daughters will have the best !,ADV SCONJ PRON VERB ADV ADV ADP PRON NOUN PRON ADV VERB DET NOUN SCONJ PRON NOUN AUX VERB DET ADJ PUNCT,Even though I live pretty far from her office I still make the trip so my daughters will have the BEST !
10271,my wife and i avoided doing some fairly simple electrical re-wiring in our home for several years due to overall hassle and cost involved .,PRON NOUN CCONJ PRON VERB VERB DET ADV ADJ ADJ NOUN ADP PRON NOUN ADP ADJ NOUN ADP ADP ADJ NOUN CCONJ NOUN VERB PUNCT,My wife and I avoided doing some fairly simple electrical re-wiring in our home for several years due to overall hassle and cost involved .
10272,i finally called matt from bonafide and he made the project both easy for us and reasonable .,PRON ADV VERB PROPN ADP PROPN CCONJ PRON VERB DET NOUN CCONJ ADJ ADP PRON CCONJ ADJ PUNCT,I finally called Matt from Bonafide and he made the project both easy for us and reasonable .
10273,"he was prompt , knowledgable , friendly , clean and just an overall great guy who obviously cares about his business .",PRON AUX ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ CCONJ ADV DET ADJ ADJ NOUN PRON ADV VERB ADP PRON NOUN PUNCT,"He was prompt , knowledgable , friendly , clean and just an overall great guy who obviously cares about his business ."
10274,i will reccommend his services however / whenever possible !,PRON AUX VERB PRON NOUN ADV SYM ADV ADJ PUNCT,I will reccommend his services however / whenever possible !
10275,real pros,ADJ NOUN,Real pros
10276,i 've had writer friends describe horror stories with their printers .,PRON AUX VERB NOUN NOUN VERB NOUN NOUN ADP PRON NOUN PUNCT,I 've had writer friends describe horror stories with their printers .
10277,i tell them : why not just go with these guys ?,PRON VERB PRON PUNCT ADV PART ADV VERB ADP DET NOUN PUNCT,I tell them : why not just go with these guys ?
10278,richard joule and the gang are pros from start to finish .,PROPN PROPN CCONJ DET NOUN AUX NOUN ADP NOUN ADP NOUN PUNCT,Richard Joule and the gang are pros from start to finish .
10279,they set out to exceed your expectations .,PRON VERB ADP PART VERB PRON NOUN PUNCT,They set out to exceed your expectations .
10280,"already i 'm considering future projects , and i can assure you that for my printing needs i will be choosing no other than atlanta paperback book printing .",ADV PRON AUX VERB ADJ NOUN PUNCT CCONJ PRON AUX VERB PRON SCONJ ADP PRON NOUN NOUN PRON AUX AUX VERB DET ADJ ADP PROPN PROPN PROPN PROPN PUNCT,"Already I 'm considering future projects , and I can assure you that for my printing needs I will be choosing no other than Atlanta Paperback Book Printing ."
10281,i have been here 3 times and all 3 times it has been bad !,PRON AUX AUX ADV NUM NOUN CCONJ DET NUM NOUN PRON AUX AUX ADJ PUNCT,I have been here 3 times and all 3 times it has been bad !
10282,they have messed up my order and .... the food was just not good !,PRON AUX VERB ADP PRON NOUN CCONJ PUNCT DET NOUN AUX ADV PART ADJ PUNCT,They have messed up my order and .... The food was just not good !
10283,i had sonic in many other palces but for some reason this sonic is always just covered in grease and not good ... :(,PRON VERB PROPN ADP ADJ ADJ NOUN CCONJ ADP DET NOUN DET PROPN AUX ADV ADV VERB ADP NOUN CCONJ ADV ADJ PUNCT SYM,I had sonic in many other palces but for some reason this sonic is always just covered in grease and not good ... :(
10284,i hope they get there act together ...,PRON VERB PRON VERB PRON NOUN ADJ PUNCT,I hope they get there act together ...
10285,i am going to give it one last chance in next few months and see ??,PRON AUX VERB PART VERB PRON NUM ADJ NOUN ADP ADJ ADJ NOUN CCONJ VERB PUNCT,I am going to give it one last chance in next few months and see ??
10286,i called them for an estimate and they insulted me when i ask them questions .,PRON VERB PRON ADP DET NOUN CCONJ PRON VERB PRON ADV PRON VERB PRON NOUN PUNCT,I called them for an estimate and they INSULTED ME WHEN I ASK THEM QUESTIONS .
10287,they are very rude and nasty .,PRON AUX ADV ADJ CCONJ ADJ PUNCT,THEY ARE VERY RUDE AND NASTY .
10288,"please do n't use this moving company if you do n't want to : cry , have trouble and a bad experience on the day of your move .",INTJ AUX PART VERB DET NOUN NOUN SCONJ PRON AUX PART VERB PART PUNCT VERB PUNCT VERB NOUN CCONJ DET ADJ NOUN ADP DET NOUN ADP PRON NOUN PUNCT,"PLEASE DO N'T USE THIS MOVING COMPANY IF YOU DO N'T WANT TO : CRY , HAVE TROUBLE AND A BAD EXPERIENCE ON THE DAY OF YOUR MOVE ."
